	Candidatus_Mycoplasma_lavaretus	Candidatus_Mycoplasma_salmoninae_mykiss	Candidatus_Mycoplasma_salmoninae_salar	Mycoplasma_agalactiae	Mycoplasma_alvi_ATCC29626	Mycoplasma_arginini	Mycoplasma_arthritidis_158L3_1	Mycoplasma_bovis_PG45	Mycoplasma_bovoculi	Mycoplasma_canis_PG14	Mycoplasma_capricolum_M1601	Mycoplasma_cloacale	Mycoplasma_collis_ATCC35278	Mycoplasma_columbinum_SF7	Mycoplasma_conjunctivae_HRC581	Mycoplasma_crocodyli	Mycoplasma_cynos_C142	Mycoplasma_dispar_ATCC27140	Mycoplasma_fermentans	Mycoplasma_flocculare	Mycoplasma_gallisepticum	Mycoplasma_genitalium	Mycoplasma_girerdii_VCU_M1	Mycoplasma_glycophilum	Mycoplasma_haemofelis_Langford	Mycoplasma_haemofelis_Ohio2	Mycoplasma_hominis	Mycoplasma_hyopneumoniae	Mycoplasma_hyorhinis	Mycoplasma_iowae	Mycoplasma_leachii	Mycoplasma_lipofaciens_ATCC35015	Mycoplasma_meleagridis_ATCC25294	Mycoplasma_mobile	Mycoplasma_molare_ATCC27746	Mycoplasma_mycoides	Mycoplasma_ovipneumoniae	Mycoplasma_penetrans_HF2	Mycoplasma_phocidae	Mycoplasma_pirum_ATCC_25960	Mycoplasma_pneumoniae	Mycoplasma_pulmonis	Mycoplasma_putrefacians	Mycoplasma_suis	Mycoplasma_synoviae_53	Mycoplasma_wenyonii_Massachusetts	Mycoplasma_yeatsii	Ureaplasma_diversum_NCTC_246	Ureaplasma_urealyticum_ATCC33699
GC_00000119	1	0	0	1	0	1	0	1	1	1	0	0	1	1	1	1	1	1	1	1	0	0	0	1	0	0	0	1	1	0	0	1	1	1	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0
GC_00000120	1	0	0	1	0	1	1	1	1	1	0	1	1	1	1	1	1	0	1	0	0	0	0	1	0	0	1	0	1	0	0	1	1	1	1	0	0	0	1	0	0	1	0	0	1	0	0	0	0
GC_00000121	0	0	0	1	0	0	0	1	1	1	1	0	1	1	1	1	1	0	1	1	1	0	0	1	0	0	0	0	1	0	1	1	0	0	1	1	0	0	0	0	0	1	0	0	1	0	0	2	1
GC_00000122	1	0	0	1	0	1	1	1	1	1	0	1	1	1	1	1	1	0	1	0	0	0	0	1	0	0	1	0	1	0	0	1	1	1	1	0	0	0	1	0	0	1	0	0	1	0	0	0	0
GC_00000123	1	1	1	0	1	0	1	0	0	0	1	0	0	1	0	1	0	0	1	0	1	1	1	0	0	0	0	0	0	1	1	1	0	1	0	1	0	1	0	1	1	0	1	0	0	0	1	1	1
GC_00000124	1	0	0	1	0	1	1	1	1	1	0	1	1	1	1	1	1	0	1	0	0	0	0	1	0	0	1	0	1	0	0	1	1	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0	0
GC_00000125	1	0	0	1	0	0	0	1	1	1	0	0	1	1	1	1	1	1	1	1	0	0	0	1	0	0	0	1	1	0	0	1	1	1	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0
GC_00000126	0	0	0	1	0	1	1	1	1	1	0	1	1	1	1	1	1	0	1	0	0	0	0	1	0	0	1	0	1	0	0	1	1	0	1	0	1	0	1	0	0	1	0	0	1	0	0	0	0
GC_00000127	0	0	0	0	0	1	1	0	1	1	0	1	0	1	1	0	1	1	1	1	0	0	0	1	0	0	1	1	1	0	0	1	1	1	1	0	1	0	1	0	0	1	0	0	1	0	0	0	0
GC_00000128	1	0	0	1	0	1	1	1	1	1	0	1	1	0	0	1	1	1	0	0	0	0	0	1	1	1	1	1	1	0	0	1	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GC_00000129	1	0	0	1	0	1	1	1	0	1	0	1	1	1	0	1	1	0	1	0	0	0	0	1	0	0	1	0	1	0	0	1	1	1	1	0	0	0	1	0	0	1	0	0	1	0	0	0	0
GC_00000130	1	0	0	1	0	1	1	1	0	1	0	1	1	1	1	1	1	0	1	0	0	0	0	1	0	0	1	0	1	0	0	1	0	1	1	0	0	0	1	0	0	1	0	0	1	0	0	0	0
GC_00000131	1	0	0	1	0	1	1	1	0	1	0	1	1	1	0	1	1	0	2	0	0	0	0	1	0	0	1	0	0	0	0	1	1	1	1	0	0	0	1	0	0	1	0	0	1	0	0	0	0
GC_00000132	1	0	0	1	0	0	1	1	1	1	0	1	0	1	1	1	1	1	1	1	0	0	0	1	0	0	1	1	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0
GC_00000133	1	0	0	1	0	1	1	1	0	1	0	1	1	1	1	1	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	1	1	1	1	0	0	0	1	0	0	1	0	0	1	0	0	0	0
GC_00000134	0	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	0	0	0	1	1	0	0	0	0	1	0	1	0	1	1	0	1	1	0	1	1	1	1
GC_00000135	0	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	0	0	0	1	1	0	0	0	0	1	0	1	0	1	1	0	1	1	0	1	1	1	1
GC_00000136	0	0	0	5	0	0	0	4	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	2	0	0	0	0	0	0	1	0	1	0	1	0	0
GC_00000137	1	1	1	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	1	1	1	0	0	0	0	1	1	0	1	1	1	0	0	0	1	0	1	1	0	0	0	0	0	0	1	1
GC_00000138	0	0	0	1	0	0	0	1	0	0	0	0	1	0	1	0	1	1	1	1	0	0	0	1	0	0	0	1	1	0	0	1	0	0	1	0	1	1	0	0	4	1	0	0	1	0	0	0	0
GC_00000139	0	0	0	1	1	0	0	1	1	0	0	0	1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	1	1	0	1	1	0	1	0	1	0	0	1	0	0	0	0
GC_00000140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0
GC_00000141	1	0	0	1	0	1	1	1	0	1	0	1	1	1	0	1	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	1	1	1	1	0	0	0	1	0	0	1	0	0	1	0	0	0	0
GC_00000142	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	1	0	1	0	1	1	1	0	0	0	0	0	1	1	0	1	1	0	0	0	1	1	1	0	0	1	1	1	0	1	0	1	0	0
GC_00000143	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	1	0	1	0	1	1	1	0	0	0	0	0	1	1	0	1	1	0	0	0	1	1	1	0	0	1	1	1	0	1	0	1	0	0
GC_00000144	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	1	0	1	0	1	1	1	0	0	0	0	0	1	1	0	1	1	0	0	0	1	1	1	0	0	1	1	1	0	1	0	1	0	0
GC_00000145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GC_00000146	0	0	0	1	1	1	1	1	1	1	0	1	0	0	0	1	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	1	0	1	0	0	1	0	0	0	0
GC_00000147	0	0	0	0	0	1	1	0	0	1	0	1	0	1	0	1	1	0	2	0	1	0	0	1	0	0	1	0	0	0	0	2	2	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0	0
GC_00000148	1	0	0	1	0	1	1	1	0	1	0	1	1	1	0	1	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	1	1	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0	0
GC_00000149	1	1	1	0	1	1	1	0	0	0	1	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	1	1	1	1	0	1	0	0	0	1	0	0
GC_00000150	0	0	0	1	0	1	1	1	0	1	0	1	1	2	0	1	1	0	1	0	0	0	0	1	0	0	1	0	1	0	0	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GC_00000151	1	1	1	0	1	1	1	0	0	0	0	1	0	1	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0	1	0	1	1	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0
GC_00000152	0	0	0	1	0	1	1	1	1	0	0	0	1	1	1	1	1	0	1	1	0	0	0	0	0	0	1	1	1	0	0	1	1	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0
GC_00000153	1	0	0	1	0	1	1	1	0	1	0	1	1	1	0	1	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	1	1	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0	0
GC_00000154	1	0	0	1	0	1	1	1	0	1	0	1	0	1	0	1	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	1	1	1	1	0	0	0	1	0	0	1	0	0	1	0	0	0	0
GC_00000155	1	0	0	1	0	1	1	1	0	1	0	0	1	1	0	1	1	0	1	0	0	0	0	1	0	0	1	0	1	0	0	1	0	1	1	0	0	0	1	0	0	1	0	0	1	0	0	0	0
GC_00000156	0	0	0	1	0	1	0	1	0	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	2	0	0	0	1	3	0	0	0	0	1	0	2	0	1	0	1	0	0
GC_00000157	1	1	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	1	0	1	1	0	0	0	0	0	1	0	0	0	1	1	1	0	1	1	0	1	0	0	0	0	0	0	1	1
GC_00000158	0	0	0	1	0	0	0	1	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	4	1	0	0	0	0	0	2	0	0	0	3	1	0
GC_00000159	0	0	0	1	0	0	0	1	1	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	1	1	0	0	1	0	1	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0
GC_00000160	1	0	0	1	0	1	1	1	0	1	0	1	0	1	0	1	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	1	1	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0	0
GC_00000161	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0
GC_00000162	0	0	0	1	0	1	1	1	0	1	0	1	0	1	0	1	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	1	1	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0	0
GC_00000163	0	0	0	1	0	1	1	1	0	1	0	1	1	1	1	1	1	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0
GC_00000164	0	0	1	0	0	1	1	0	1	1	0	1	1	0	1	0	1	1	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0
GC_00000165	1	1	1	0	1	1	1	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	1	1	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0
GC_00000166	0	0	0	1	0	1	1	1	1	1	0	1	0	0	1	1	1	1	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0
GC_00000167	0	0	0	3	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0
GC_00000168	0	0	0	1	0	0	0	1	1	1	0	0	1	1	1	1	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	1	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0
GC_00000169	0	0	0	1	0	0	0	1	0	0	0	0	1	0	1	0	1	1	1	1	0	0	0	1	0	0	0	1	1	0	0	1	0	0	1	0	1	1	0	0	1	1	0	0	1	0	0	0	0
GC_00000170	1	0	0	1	0	1	1	1	0	1	0	1	0	1	0	1	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	1	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0
GC_00000171	0	0	0	1	0	0	0	1	0	0	0	0	1	0	1	0	1	1	1	1	0	0	0	1	0	0	0	1	1	0	0	1	0	0	1	0	1	1	0	0	1	1	0	0	1	0	0	0	0
GC_00000172	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	1	2	0	0	1	0	0	0	0	3	0	0	0	1	0	0	0	0	0	2	1
GC_00000173	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	1	1	0	1	0	1	0	0	0	1	0	1	1	1	0	0	1	0	1	0	0
GC_00000174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0
GC_00000175	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	1	1	1	1	0	0	0	0	0	0	0	1	1	0	0	1	0	2	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0
GC_00000176	0	0	0	1	0	0	0	1	1	1	0	0	1	1	1	1	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0
GC_00000177	0	0	0	1	0	0	0	1	0	1	1	0	0	1	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	1	1	0	1	0	1	0	0
GC_00000178	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GC_00000179	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	1	1	0	0	0	0	0	1	1	1	1	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	1	0
GC_00000180	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	0	0	1	0	1	0	1	1
GC_00000181	0	0	0	1	0	1	0	1	0	1	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	0	1	0	0	0	1	0	0	0	1	0	1
GC_00000182	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	0	0	1	0	1	0	1	1
GC_00000183	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	1	1	1	1	0	0	0	0	0	0	0	1	1	0	0	1	0	1	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0
GC_00000184	1	0	0	1	0	0	0	1	0	1	0	0	1	1	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0
GC_00000185	0	0	0	1	0	0	0	1	0	1	1	0	1	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	1	1	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	1	0
GC_00000186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	9	0	0
GC_00000187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
GC_00000188	0	0	0	0	0	8	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
GC_00000189	1	0	0	1	0	1	1	1	0	1	0	1	0	0	0	1	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
GC_00000190	1	0	0	1	0	0	1	1	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0
GC_00000191	1	0	0	0	0	1	1	0	0	1	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0
GC_00000192	0	0	0	0	0	1	1	0	0	0	0	1	1	0	1	0	0	1	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	1	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0
GC_00000193	0	0	0	1	0	0	0	1	0	1	0	0	1	1	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0
GC_00000194	0	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	2	1
GC_00000195	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	1
GC_00000196	1	0	0	1	0	0	0	1	0	1	0	0	0	1	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0
GC_00000197	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	1
GC_00000198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GC_00000199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0
GC_00000200	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	1	1	1
GC_00000201	1	0	0	1	0	0	0	1	0	1	0	0	1	0	0	1	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0
GC_00000202	1	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	1	1	0	0	0	0	0	1	1	0	0	0	1	0	0
GC_00000203	0	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	2	0	0	0	0	0	1	2	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1
GC_00000204	0	0	0	1	0	1	1	1	0	1	0	1	0	1	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GC_00000205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0
GC_00000206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
GC_00000207	1	0	0	0	0	0	0	0	1	1	0	0	1	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0
GC_00000208	0	0	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	1	0	1	0	0	0	0	1	1	0	1	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0
GC_00000209	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	0	0	1	0	1	0	1	1
GC_00000210	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	1	0	0	0
GC_00000211	0	0	0	0	0	1	1	0	0	1	0	1	1	0	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0
GC_00000212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GC_00000213	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	1	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	1	1	0	0	1	1	0	0	0	0	0	0	0
GC_00000214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GC_00000215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GC_00000216	1	0	0	0	0	0	1	0	1	0	0	0	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0
GC_00000217	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	1	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	1	1	0	0	1	1	0	0	0	0	0	0	0
GC_00000218	1	0	0	1	0	0	0	1	1	1	0	0	0	1	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
GC_00000219	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	1
GC_00000220	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
GC_00000221	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	1	1	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0
GC_00000222	0	0	0	1	0	0	0	1	0	1	0	0	0	1	0	1	2	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
GC_00000223	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	1	0	1	0	1	0	0	0	0	0	1	1	0	0	0	0	1	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0
GC_00000224	0	0	0	1	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	2	0	0
GC_00000225	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	1	1	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0
GC_00000226	0	0	0	2	0	0	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0
GC_00000227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0
GC_00000228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0
GC_00000229	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	1
GC_00000230	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GC_00000231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GC_00000232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
GC_00000233	0	0	0	1	0	0	0	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	2	0	0	0	0	0	0	1	0	1	0	1	0	0
GC_00000234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GC_00000235	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	1
GC_00000236	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	1
GC_00000237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0
GC_00000238	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	1
GC_00000239	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	1
GC_00000240	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	0	1	1	0	1	0	0	0	0	1	0	0	0	0
GC_00000241	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	1
GC_00000242	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0
GC_00000243	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	1	0	0
